NUMBER_OF_SALES;TOTAL_REVENUE;NUMBER_OF_UNIT_SOLD;PURCHASE_DATE;MONTH_ID;DAY_OF_WEEK;TIME_BUCKET;SPENDER_BUCKET;STORE_LOCATION;PRODUCT_CATEGORY;PRODUCT_DETAIL;PRODUCT_TYPE
1;12;4;2023/05/05;202305;Fri;AFTERNOON;MEDUIM;Hell's Kitchen;Coffee;Our Old Time Diner Blend Lg;Drip coffee
1;12;4;2023/05/05;202305;Fri;AFTERNOON;MEDUIM;Lower Manhattan;Coffee;Brazilian Rg;Organic brewed coffee
2;18;6;2023/05/05;202305;Fri;AFTERNOON;MEDUIM;Hell's Kitchen;Coffee;Brazilian Rg;Organic brewed coffee
1;9;2;2023/05/05;202305;Fri;AFTERNOON;LOW;Astoria;Bakery;Scottish Cream Scone ;Scone
3;37,2;12;2023/05/05;202305;Fri;AFTERNOON;MEDUIM;Astoria;Coffee;Jamaican Coffee River Rg;Premium brewed coffee
1;7;2;2023/05/05;202305;Fri;AFTERNOON;LOW;Hell's Kitchen;Bakery;Chocolate Chip Biscotti;Biscotti
3;34;8;2023/05/05;202305;Fri;AFTERNOON;MEDUIM;Astoria;Coffee;Latte Rg;Barista Espresso
1;12;4;2023/05/05;202305;Fri;AFTERNOON;MEDUIM;Lower Manhattan;Tea;Earl Grey Lg;Brewed Black tea
2;8;4;2023/05/05;202305;Fri;AFTERNOON;LOW;Lower Manhattan;Coffee;Our Old Time Diner Blend Sm;Drip coffee
1;8,5;2;2023/05/05;202305;Fri;AFTERNOON;LOW;Hell's Kitchen;Coffee;Cappuccino Lg;Barista Espresso
1;10;4;2023/05/05;202305;Fri;AFTERNOON;LOW;Astoria;Tea;Lemon Grass Rg;Brewed herbal tea
1;10;4;2023/05/05;202305;Fri;AFTERNOON;LOW;Hell's Kitchen;Coffee;Columbian Medium Roast Rg;Gourmet brewed coffee
1;7,5;2;2023/05/05;202305;Fri;AFTERNOON;LOW;Astoria;Bakery;Chocolate Croissant;Pastry
1;7,5;2;2023/05/05;202305;Fri;AFTERNOON;LOW;Astoria;Bakery;Almond Croissant;Pastry
1;6;2;2023/05/05;202305;Fri;AFTERNOON;LOW;Lower Manhattan;Coffee;Columbian Medium Roast Lg;Gourmet brewed coffee
1;7;2;2023/05/05;202305;Fri;AFTERNOON;LOW;Lower Manhattan;Bakery;Ginger Biscotti;Biscotti
1;6;2;2023/05/05;202305;Fri;AFTERNOON;LOW;Lower Manhattan;Coffee;Our Old Time Diner Blend Lg;Drip coffee
1;7;2;2023/05/05;202305;Fri;AFTERNOON;LOW;Astoria;Bakery;Ginger Biscotti;Biscotti
2;15;4;2023/05/05;202305;Fri;AFTERNOON;MEDUIM;Astoria;Coffee;Cappuccino;Barista Espresso
1;6,2;2;2023/05/05;202305;Fri;AFTERNOON;LOW;Lower Manhattan;Tea;Spicy Eye Opener Chai Lg;Brewed Chai tea
1;7,5;2;2023/05/05;202305;Fri;AFTERNOON;LOW;Lower Manhattan;Bakery;Almond Croissant;Pastry
2;15;4;2023/05/05;202305;Fri;AFTERNOON;MEDUIM;Astoria;Bakery;Jumbo Savory Scone;Scone
1;10;4;2023/05/05;202305;Fri;AFTERNOON;LOW;Hell's Kitchen;Tea;Earl Grey Rg;Brewed Black tea
3;30;10;2023/05/05;202305;Fri;EVENING;MEDUIM;Astoria;Tea;Lemon Grass Lg;Brewed herbal tea
10;80;32;2023/05/05;202305;Fri;EVENING;HIGH;Astoria;Tea;Lemon Grass Rg;Brewed herbal tea
7;66;22;2023/05/05;202305;Fri;EVENING;HIGH;Astoria;Tea;English Breakfast Lg;Brewed Black tea
3;22,5;6;2023/05/05;202305;Fri;EVENING;MEDUIM;Astoria;Bakery;Jumbo Savory Scone;Scone
4;24;12;2023/05/05;202305;Fri;EVENING;MEDUIM;Hell's Kitchen;Coffee;Our Old Time Diner Blend Sm;Drip coffee
2;16;4;2023/05/05;202305;Fri;EVENING;MEDUIM;Astoria;Tea;Morning Sunrise Chai Lg;Brewed Chai tea
3;30;10;2023/05/05;202305;Fri;EVENING;MEDUIM;Hell's Kitchen;Coffee;Our Old Time Diner Blend Lg;Drip coffee
2;12;4;2023/05/05;202305;Fri;EVENING;MEDUIM;Hell's Kitchen;Coffee;Ouro Brasileiro shot;Barista Espresso
3;20;8;2023/05/05;202305;Fri;EVENING;MEDUIM;Astoria;Tea;Serenity Green Tea Rg;Brewed Green tea
3;36;12;2023/05/05;202305;Fri;EVENING;MEDUIM;Astoria;Coffee;Brazilian Rg;Organic brewed coffee
5;49;14;2023/05/05;202305;Fri;EVENING;MEDUIM;Astoria;Coffee;Ethiopia Lg;Gourmet brewed coffee
1;12,4;4;2023/05/05;202305;Fri;EVENING;MEDUIM;Lower Manhattan;Coffee;Jamaican Coffee River Rg;Premium brewed coffee
4;35;14;2023/05/05;202305;Fri;EVENING;MEDUIM;Hell's Kitchen;Tea;Morning Sunrise Chai Rg;Brewed Chai tea
9;112,5;30;2023/05/05;202305;Fri;EVENING;HIGH;Astoria;Drinking Chocolate;Sustainably Grown Organic Rg;Hot chocolate
5;37,5;10;2023/05/05;202305;Fri;EVENING;MEDUIM;Astoria;Bakery;Chocolate Croissant;Pastry
2;34;8;2023/05/05;202305;Fri;EVENING;MEDUIM;Lower Manhattan;Coffee;Cappuccino Lg;Barista Espresso
2;15;6;2023/05/05;202305;Fri;EVENING;MEDUIM;Lower Manhattan;Tea;Serenity Green Tea Rg;Brewed Green tea
3;19,5;6;2023/05/05;202305;Fri;EVENING;MEDUIM;Lower Manhattan;Bakery;Hazelnut Biscotti;Biscotti
8;84;28;2023/05/05;202305;Fri;EVENING;HIGH;Astoria;Coffee;Espresso shot;Barista Espresso
1;14;4;2023/05/05;202305;Fri;EVENING;MEDUIM;Hell's Kitchen;Coffee;Ethiopia Lg;Gourmet brewed coffee
4;24;12;2023/05/05;202305;Fri;EVENING;MEDUIM;Hell's Kitchen;Coffee;Columbian Medium Roast Sm;Gourmet brewed coffee
10;70;28;2023/05/05;202305;Fri;EVENING;HIGH;Astoria;Tea;Traditional Blend Chai Rg;Brewed Chai tea
3;24;8;2023/05/05;202305;Fri;EVENING;MEDUIM;Lower Manhattan;Coffee;Ethiopia Rg;Gourmet brewed coffee
5;30;12;2023/05/05;202305;Fri;EVENING;MEDUIM;Hell's Kitchen;Tea;Peppermint Rg;Brewed herbal tea
4;36;8;2023/05/05;202305;Fri;EVENING;MEDUIM;Hell's Kitchen;Bakery;Scottish Cream Scone ;Scone
2;38;8;2023/05/05;202305;Fri;EVENING;MEDUIM;Astoria;Drinking Chocolate;Sustainably Grown Organic Lg;Hot chocolate
5;42;14;2023/05/05;202305;Fri;EVENING;MEDUIM;Astoria;Coffee;Our Old Time Diner Blend Lg;Drip coffee
3;15;6;2023/05/05;202305;Fri;EVENING;MEDUIM;Hell's Kitchen;Tea;Serenity Green Tea Rg;Brewed Green tea
6;45;18;2023/05/05;202305;Fri;EVENING;MEDUIM;Hell's Kitchen;Tea;English Breakfast Rg;Brewed Black tea
1;6;2;2023/05/05;202305;Fri;EVENING;LOW;Lower Manhattan;Coffee;Our Old Time Diner Blend Lg;Drip coffee
5;60;16;2023/05/05;202305;Fri;EVENING;HIGH;Astoria;Coffee;Latte;Barista Espresso
5;37,2;12;2023/05/05;202305;Fri;EVENING;MEDUIM;Astoria;Coffee;Jamaican Coffee River Rg;Premium brewed coffee
2;18;6;2023/05/05;202305;Fri;EVENING;MEDUIM;Hell's Kitchen;Coffee;Brazilian Rg;Organic brewed coffee
5;51;12;2023/05/05;202305;Fri;EVENING;HIGH;Astoria;Coffee;Cappuccino Lg;Barista Espresso
4;25;10;2023/05/05;202305;Fri;EVENING;MEDUIM;Astoria;Tea;Earl Grey Rg;Brewed Black tea
3;36;8;2023/05/05;202305;Fri;EVENING;MEDUIM;Astoria;Drinking Chocolate;Dark chocolate Lg;Hot chocolate
1;5;2;2023/05/05;202305;Fri;EVENING;LOW;Lower Manhattan;Coffee;Our Old Time Diner Blend Rg;Drip coffee
3;18;6;2023/05/05;202305;Fri;EVENING;MEDUIM;Astoria;Tea;Serenity Green Tea Lg;Brewed Green tea
1;15;4;2023/05/05;202305;Fri;EVENING;MEDUIM;Lower Manhattan;Drinking Chocolate;Sustainably Grown Organic Rg;Hot chocolate
5;35,7;14;2023/05/05;202305;Fri;EVENING;MEDUIM;Astoria;Tea;Spicy Eye Opener Chai Rg;Brewed Chai tea
4;51;12;2023/05/05;202305;Fri;EVENING;HIGH;Hell's Kitchen;Coffee;Latte Rg;Barista Espresso
5;42;14;2023/05/05;202305;Fri;EVENING;MEDUIM;Astoria;Coffee;Ethiopia Rg;Gourmet brewed coffee
2;14;4;2023/05/05;202305;Fri;EVENING;MEDUIM;Astoria;Bakery;Croissant;Pastry
2;10;4;2023/05/05;202305;Fri;EVENING;LOW;Astoria;Tea;Peppermint Rg;Brewed herbal tea
1;10;4;2023/05/05;202305;Fri;EVENING;LOW;Lower Manhattan;Tea;Lemon Grass Rg;Brewed herbal tea
5;48;16;2023/05/05;202305;Fri;EVENING;MEDUIM;Astoria;Coffee;Columbian Medium Roast Lg;Gourmet brewed coffee
2;14;4;2023/05/05;202305;Fri;EVENING;MEDUIM;Astoria;Bakery;Chocolate Chip Biscotti;Biscotti
1;6;2;2023/05/05;202305;Fri;EVENING;LOW;Lower Manhattan;Tea;Peppermint Lg;Brewed herbal tea
2;18;6;2023/05/05;202305;Fri;EVENING;MEDUIM;Astoria;Tea;Traditional Blend Chai Lg;Brewed Chai tea
1;7,5;2;2023/05/05;202305;Fri;EVENING;LOW;Hell's Kitchen;Coffee;Cappuccino;Barista Espresso
5;76,5;18;2023/05/05;202305;Fri;EVENING;HIGH;Astoria;Coffee;Latte Rg;Barista Espresso
3;25;10;2023/05/05;202305;Fri;EVENING;MEDUIM;Hell's Kitchen;Tea;Earl Grey Rg;Brewed Black tea
1;6;2;2023/05/05;202305;Fri;EVENING;LOW;Lower Manhattan;Tea;Earl Grey Lg;Brewed Black tea
2;21;6;2023/05/05;202305;Fri;EVENING;MEDUIM;Lower Manhattan;Coffee;Brazilian Lg;Organic brewed coffee
4;57;12;2023/05/05;202305;Fri;EVENING;HIGH;Hell's Kitchen;Drinking Chocolate;Sustainably Grown Organic Lg;Hot chocolate
1;5;2;2023/05/05;202305;Fri;EVENING;LOW;Lower Manhattan;Tea;Earl Grey Rg;Brewed Black tea
3;45;12;2023/05/05;202305;Fri;EVENING;MEDUIM;Astoria;Coffee;Cappuccino;Barista Espresso
1;6;2;2023/05/05;202305;Fri;EVENING;LOW;Hell's Kitchen;Tea;Earl Grey Lg;Brewed Black tea
3;24;8;2023/05/05;202305;Fri;EVENING;MEDUIM;Astoria;Tea;Peppermint Lg;Brewed herbal tea
2;14;4;2023/05/05;202305;Fri;EVENING;MEDUIM;Hell's Kitchen;Drinking Chocolate;Dark chocolate Rg;Hot chocolate
2;24;6;2023/05/05;202305;Fri;EVENING;MEDUIM;Lower Manhattan;Tea;Morning Sunrise Chai Lg;Brewed Chai tea
1;7;2;2023/05/05;202305;Fri;EVENING;LOW;Lower Manhattan;Bakery;Chocolate Chip Biscotti;Biscotti
4;42;14;2023/05/05;202305;Fri;EVENING;MEDUIM;Hell's Kitchen;Tea;Peppermint Lg;Brewed herbal tea
3;24;8;2023/05/05;202305;Fri;EVENING;MEDUIM;Lower Manhattan;Tea;English Breakfast Lg;Brewed Black tea
3;24;8;2023/05/05;202305;Fri;EVENING;MEDUIM;Hell's Kitchen;Tea;Serenity Green Tea Lg;Brewed Green tea
2;30;8;2023/05/05;202305;Fri;EVENING;MEDUIM;Lower Manhattan;Coffee;Jamaican Coffee River Lg;Premium brewed coffee
2;18,6;6;2023/05/05;202305;Fri;EVENING;MEDUIM;Hell's Kitchen;Tea;Spicy Eye Opener Chai Lg;Brewed Chai tea
3;42;12;2023/05/05;202305;Fri;EVENING;MEDUIM;Astoria;Coffee;Brazilian Lg;Organic brewed coffee
1;14;4;2023/05/05;202305;Fri;EVENING;MEDUIM;Lower Manhattan;Drinking Chocolate;Dark chocolate Rg;Hot chocolate
2;18;6;2023/05/05;202305;Fri;EVENING;MEDUIM;Lower Manhattan;Coffee;Brazilian Rg;Organic brewed coffee
3;19,5;6;2023/05/05;202305;Fri;EVENING;MEDUIM;Lower Manhattan;Bakery;Cranberry Scone;Scone
1;6,5;2;2023/05/05;202305;Fri;EVENING;LOW;Hell's Kitchen;Bakery;Ginger Scone;Scone
3;24;12;2023/05/05;202305;Fri;EVENING;MEDUIM;Astoria;Coffee;Our Old Time Diner Blend Sm;Drip coffee
2;15;4;2023/05/05;202305;Fri;EVENING;MEDUIM;Hell's Kitchen;Coffee;Latte;Barista Espresso
2;15,3;6;2023/05/05;202305;Fri;EVENING;MEDUIM;Lower Manhattan;Tea;Spicy Eye Opener Chai Rg;Brewed Chai tea
3;30;10;2023/05/05;202305;Fri;EVENING;MEDUIM;Astoria;Tea;Earl Grey Lg;Brewed Black tea
1;9;2;2023/05/05;202305;Fri;EVENING;LOW;Astoria;Bakery;Scottish Cream Scone ;Scone
1;5;2;2023/05/05;202305;Fri;EVENING;LOW;Hell's Kitchen;Tea;Lemon Grass Rg;Brewed herbal tea
2;15;4;2023/05/05;202305;Fri;EVENING;MEDUIM;Hell's Kitchen;Bakery;Chocolate Croissant;Pastry
1;6,2;2;2023/05/05;202305;Fri;EVENING;LOW;Hell's Kitchen;Coffee;Jamaican Coffee River Rg;Premium brewed coffee
1;6,2;2;2023/05/05;202305;Fri;EVENING;LOW;Lower Manhattan;Tea;Spicy Eye Opener Chai Lg;Brewed Chai tea
1;15;4;2023/05/05;202305;Fri;EVENING;MEDUIM;Hell's Kitchen;Coffee;Jamaican Coffee River Lg;Premium brewed coffee
3;24;8;2023/05/05;202305;Fri;EVENING;MEDUIM;Lower Manhattan;Tea;Serenity Green Tea Lg;Brewed Green tea
2;17,6;8;2023/05/05;202305;Fri;EVENING;MEDUIM;Lower Manhattan;Coffee;Ethiopia Sm;Gourmet brewed coffee
4;36;12;2023/05/05;202305;Fri;EVENING;MEDUIM;Hell's Kitchen;Tea;English Breakfast Lg;Brewed Black tea
3;25;10;2023/05/05;202305;Fri;EVENING;MEDUIM;Astoria;Coffee;Columbian Medium Roast Rg;Gourmet brewed coffee
3;24,5;10;2023/05/05;202305;Fri;EVENING;MEDUIM;Hell's Kitchen;Coffee;Jamaican Coffee River Sm;Premium brewed coffee
1;7;2;2023/05/05;202305;Fri;EVENING;LOW;Hell's Kitchen;Bakery;Chocolate Chip Biscotti;Biscotti
3;25;10;2023/05/05;202305;Fri;EVENING;MEDUIM;Hell's Kitchen;Coffee;Columbian Medium Roast Rg;Gourmet brewed coffee
2;13;4;2023/05/05;202305;Fri;EVENING;MEDUIM;Astoria;Bakery;Ginger Scone;Scone
2;28;8;2023/05/05;202305;Fri;EVENING;MEDUIM;Astoria;Drinking Chocolate;Dark chocolate Rg;Hot chocolate
1;12;4;2023/05/05;202305;Fri;EVENING;MEDUIM;Hell's Kitchen;Coffee;Columbian Medium Roast Lg;Gourmet brewed coffee
4;24;8;2023/05/05;202305;Fri;EVENING;MEDUIM;Hell's Kitchen;Coffee;Ethiopia Rg;Gourmet brewed coffee
2;18;6;2023/05/05;202305;Fri;EVENING;MEDUIM;Lower Manhattan;Coffee;Ouro Brasileiro shot;Barista Espresso
1;7,5;2;2023/05/05;202305;Fri;EVENING;LOW;Lower Manhattan;Bakery;Chocolate Croissant;Pastry
2;10;4;2023/05/05;202305;Fri;EVENING;LOW;Hell's Kitchen;Tea;Traditional Blend Chai Rg;Brewed Chai tea
1;8,5;2;2023/05/05;202305;Fri;EVENING;LOW;Hell's Kitchen;Coffee;Cappuccino Lg;Barista Espresso
2;17,6;8;2023/05/05;202305;Fri;EVENING;MEDUIM;Hell's Kitchen;Coffee;Brazilian Sm;Organic brewed coffee
1;7,5;2;2023/05/05;202305;Fri;EVENING;LOW;Lower Manhattan;Bakery;Jumbo Savory Scone;Scone
4;30;12;2023/05/05;202305;Fri;EVENING;MEDUIM;Astoria;Coffee;Our Old Time Diner Blend Rg;Drip coffee
1;4,9;2;2023/05/05;202305;Fri;EVENING;LOW;Lower Manhattan;Coffee;Jamaican Coffee River Sm;Premium brewed coffee
3;22,5;6;2023/05/05;202305;Fri;EVENING;MEDUIM;Hell's Kitchen;Drinking Chocolate;Sustainably Grown Organic Rg;Hot chocolate
4;63;14;2023/05/05;202305;Fri;EVENING;HIGH;Lower Manhattan;Drinking Chocolate;Dark chocolate Lg;Hot chocolate
2;12;6;2023/05/05;202305;Fri;EVENING;MEDUIM;Lower Manhattan;Coffee;Our Old Time Diner Blend Sm;Drip coffee
1;7,5;2;2023/05/05;202305;Fri;EVENING;LOW;Lower Manhattan;Bakery;Almond Croissant;Pastry
1;18;4;2023/05/05;202305;Fri;EVENING;MEDUIM;Hell's Kitchen;Drinking Chocolate;Dark chocolate Lg;Hot chocolate
2;10;4;2023/05/05;202305;Fri;EVENING;LOW;Hell's Kitchen;Coffee;Our Old Time Diner Blend Rg;Drip coffee
2;15;4;2023/05/05;202305;Fri;EVENING;MEDUIM;Lower Manhattan;Coffee;Cappuccino;Barista Espresso
2;22,5;6;2023/05/05;202305;Fri;EVENING;MEDUIM;Astoria;Coffee;Jamaican Coffee River Lg;Premium brewed coffee
1;14;4;2023/05/05;202305;Fri;EVENING;MEDUIM;Lower Manhattan;Coffee;Ethiopia Lg;Gourmet brewed coffee
2;15;6;2023/05/05;202305;Fri;EVENING;MEDUIM;Lower Manhattan;Tea;English Breakfast Rg;Brewed Black tea
1;5;2;2023/05/05;202305;Fri;EVENING;LOW;Lower Manhattan;Tea;Traditional Blend Chai Rg;Brewed Chai tea
1;4;2;2023/05/05;202305;Fri;EVENING;LOW;Astoria;Coffee;Columbian Medium Roast Sm;Gourmet brewed coffee
1;6;2;2023/05/05;202305;Fri;EVENING;LOW;Lower Manhattan;Coffee;Columbian Medium Roast Lg;Gourmet brewed coffee
4;24;8;2023/05/05;202305;Fri;EVENING;MEDUIM;Astoria;Bakery;Oatmeal Scone;Scone
1;15;4;2023/05/05;202305;Fri;EVENING;MEDUIM;Lower Manhattan;Coffee;Latte;Barista Espresso
1;6;2;2023/05/05;202305;Fri;EVENING;LOW;Lower Manhattan;Coffee;Espresso shot;Barista Espresso
2;24,8;8;2023/05/05;202305;Fri;EVENING;MEDUIM;Astoria;Tea;Spicy Eye Opener Chai Lg;Brewed Chai tea
2;14;4;2023/05/05;202305;Fri;EVENING;MEDUIM;Astoria;Bakery;Ginger Biscotti;Biscotti
1;7,5;2;2023/05/05;202305;Fri;EVENING;LOW;Hell's Kitchen;Bakery;Almond Croissant;Pastry
2;13;4;2023/05/05;202305;Fri;EVENING;MEDUIM;Hell's Kitchen;Bakery;Cranberry Scone;Scone
2;24;8;2023/05/05;202305;Fri;EVENING;MEDUIM;Hell's Kitchen;Tea;Traditional Blend Chai Lg;Brewed Chai tea
1;6;2;2023/05/05;202305;Fri;EVENING;LOW;Hell's Kitchen;Tea;Lemon Grass Lg;Brewed herbal tea
1;5,1;2;2023/05/05;202305;Fri;EVENING;LOW;Hell's Kitchen;Tea;Spicy Eye Opener Chai Rg;Brewed Chai tea
2;14,7;6;2023/05/05;202305;Fri;EVENING;MEDUIM;Astoria;Coffee;Jamaican Coffee River Sm;Premium brewed coffee
1;4,4;2;2023/05/05;202305;Fri;EVENING;LOW;Astoria;Coffee;Ethiopia Sm;Gourmet brewed coffee
1;6,5;2;2023/05/05;202305;Fri;EVENING;LOW;Astoria;Bakery;Hazelnut Biscotti;Biscotti
1;7;2;2023/05/05;202305;Fri;EVENING;LOW;Hell's Kitchen;Coffee;Brazilian Lg;Organic brewed coffee
4;35;14;2023/05/05;202305;Fri;EVENING;MEDUIM;Astoria;Tea;Morning Sunrise Chai Rg;Brewed Chai tea
2;32;8;2023/05/05;202305;Fri;EVENING;MEDUIM;Hell's Kitchen;Tea;Morning Sunrise Chai Lg;Brewed Chai tea
1;7;2;2023/05/05;202305;Fri;EVENING;LOW;Hell's Kitchen;Bakery;Ginger Biscotti;Biscotti
1;6,5;2;2023/05/05;202305;Fri;EVENING;LOW;Astoria;Bakery;Cranberry Scone;Scone
3;24,8;8;2023/05/06;202305;Sat;MORNING;MEDUIM;Lower Manhattan;Tea;Spicy Eye Opener Chai Lg;Brewed Chai tea
2;15;4;2023/05/06;202305;Sat;MORNING;MEDUIM;Lower Manhattan;Bakery;Jumbo Savory Scone;Scone
5;30;12;2023/05/06;202305;Sat;MORNING;MEDUIM;Lower Manhattan;Tea;Peppermint Rg;Brewed herbal tea
4;35;14;2023/05/06;202305;Sat;MORNING;MEDUIM;Lower Manhattan;Coffee;Columbian Medium Roast Rg;Gourmet brewed coffee
4;24;8;2023/05/06;202305;Sat;MORNING;MEDUIM;Lower Manhattan;Bakery;Oatmeal Scone;Scone
4;30;12;2023/05/06;202305;Sat;MORNING;MEDUIM;Lower Manhattan;Tea;English Breakfast Rg;Brewed Black tea
4;36;12;2023/05/06;202305;Sat;MORNING;MEDUIM;Lower Manhattan;Coffee;Espresso shot;Barista Espresso
1;7,5;2;2023/05/06;202305;Sat;MORNING;LOW;Lower Manhattan;Bakery;Chocolate Croissant;Pastry
3;25;10;2023/05/06;202305;Sat;MORNING;MEDUIM;Lower Manhattan;Tea;Morning Sunrise Chai Rg;Brewed Chai tea
5;32,5;10;2023/05/06;202305;Sat;MORNING;MEDUIM;Lower Manhattan;Bakery;Ginger Scone;Scone
4;48;12;2023/05/06;202305;Sat;MORNING;MEDUIM;Lower Manhattan;Tea;Morning Sunrise Chai Lg;Brewed Chai tea
7;60;20;2023/05/06;202305;Sat;MORNING;HIGH;Lower Manhattan;Coffee;Brazilian Rg;Organic brewed coffee
4;26,4;12;2023/05/06;202305;Sat;MORNING;MEDUIM;Lower Manhattan;Coffee;Brazilian Sm;Organic brewed coffee
4;49;14;2023/05/06;202305;Sat;MORNING;MEDUIM;Lower Manhattan;Drinking Chocolate;Dark chocolate Rg;Hot chocolate
3;30;10;2023/05/06;202305;Sat;MORNING;MEDUIM;Lower Manhattan;Tea;English Breakfast Lg;Brewed Black tea
1;6;2;2023/05/06;202305;Sat;MORNING;LOW;Lower Manhattan;Tea;Serenity Green Tea Lg;Brewed Green tea
4;36;12;2023/05/06;202305;Sat;MORNING;MEDUIM;Lower Manhattan;Tea;Peppermint Lg;Brewed herbal tea
5;63;18;2023/05/06;202305;Sat;MORNING;HIGH;Lower Manhattan;Coffee;Brazilian Lg;Organic brewed coffee
3;19,5;6;2023/05/06;202305;Sat;MORNING;MEDUIM;Lower Manhattan;Bakery;Cranberry Scone;Scone
4;30;8;2023/05/06;202305;Sat;MORNING;MEDUIM;Lower Manhattan;Bakery;Almond Croissant;Pastry
2;28;8;2023/05/06;202305;Sat;MORNING;MEDUIM;Lower Manhattan;Coffee;Ethiopia Lg;Gourmet brewed coffee
1;10,2;4;2023/05/06;202305;Sat;MORNING;HIGH;Lower Manhattan;Tea;Spicy Eye Opener Chai Rg;Brewed Chai tea
3;20;8;2023/05/06;202305;Sat;MORNING;MEDUIM;Lower Manhattan;Tea;Traditional Blend Chai Rg;Brewed Chai tea
3;21;6;2023/05/06;202305;Sat;MORNING;MEDUIM;Lower Manhattan;Bakery;Ginger Biscotti;Biscotti
4;45;12;2023/05/06;202305;Sat;MORNING;MEDUIM;Lower Manhattan;Coffee;Latte;Barista Espresso
1;9;2;2023/05/06;202305;Sat;MORNING;LOW;Lower Manhattan;Bakery;Scottish Cream Scone ;Scone
8;52,8;24;2023/05/06;202305;Sat;MORNING;HIGH;Hell's Kitchen;Coffee;Ethiopia Sm;Gourmet brewed coffee
1;12,4;4;2023/05/06;202305;Sat;MORNING;MEDUIM;Lower Manhattan;Coffee;Jamaican Coffee River Rg;Premium brewed coffee
5;48;16;2023/05/06;202305;Sat;MORNING;MEDUIM;Lower Manhattan;Tea;Traditional Blend Chai Lg;Brewed Chai tea
3;18;6;2023/05/06;202305;Sat;MORNING;MEDUIM;Lower Manhattan;Coffee;Columbian Medium Roast Lg;Gourmet brewed coffee
1;6;2;2023/05/06;202305;Sat;MORNING;LOW;Lower Manhattan;Coffee;Ouro Brasileiro shot;Barista Espresso
2;15;6;2023/05/06;202305;Sat;MORNING;MEDUIM;Lower Manhattan;Coffee;Our Old Time Diner Blend Rg;Drip coffee
1;10;4;2023/05/06;202305;Sat;MORNING;LOW;Hell's Kitchen;Tea;Serenity Green Tea Rg;Brewed Green tea
4;30;12;2023/05/06;202305;Sat;MORNING;MEDUIM;Lower Manhattan;Tea;Lemon Grass Rg;Brewed herbal tea
2;14;4;2023/05/06;202305;Sat;MORNING;MEDUIM;Hell's Kitchen;Coffee;Ethiopia Lg;Gourmet brewed coffee
3;34;8;2023/05/06;202305;Sat;MORNING;MEDUIM;Lower Manhattan;Coffee;Cappuccino Lg;Barista Espresso
4;51;12;2023/05/06;202305;Sat;MORNING;HIGH;Lower Manhattan;Coffee;Latte Rg;Barista Espresso
5;40;16;2023/05/06;202305;Sat;MORNING;MEDUIM;Hell's Kitchen;Tea;Lemon Grass Rg;Brewed herbal tea
3;25,5;10;2023/05/06;202305;Sat;MORNING;MEDUIM;Hell's Kitchen;Tea;Spicy Eye Opener Chai Rg;Brewed Chai tea
1;6;2;2023/05/06;202305;Sat;MORNING;LOW;Hell's Kitchen;Bakery;Oatmeal Scone;Scone
3;25;10;2023/05/06;202305;Sat;MORNING;MEDUIM;Hell's Kitchen;Tea;Peppermint Rg;Brewed herbal tea
2;13;4;2023/05/06;202305;Sat;MORNING;MEDUIM;Hell's Kitchen;Bakery;Cranberry Scone;Scone
1;12;4;2023/05/06;202305;Sat;MORNING;MEDUIM;Hell's Kitchen;Coffee;Ethiopia Rg;Gourmet brewed coffee
3;42,5;10;2023/05/06;202305;Sat;MORNING;MEDUIM;Hell's Kitchen;Coffee;Latte Rg;Barista Espresso
3;22,5;6;2023/05/06;202305;Sat;MORNING;MEDUIM;Hell's Kitchen;Bakery;Chocolate Croissant;Pastry
5;43,4;14;2023/05/06;202305;Sat;MORNING;MEDUIM;Hell's Kitchen;Coffee;Jamaican Coffee River Rg;Premium brewed coffee
2;10;4;2023/05/06;202305;Sat;MORNING;LOW;Hell's Kitchen;Tea;English Breakfast Rg;Brewed Black tea
2;20;8;2023/05/06;202305;Sat;MORNING;MEDUIM;Hell's Kitchen;Tea;Morning Sunrise Chai Rg;Brewed Chai tea
3;13,2;6;2023/05/06;202305;Sat;MORNING;MEDUIM;Hell's Kitchen;Coffee;Brazilian Sm;Organic brewed coffee
2;22,5;6;2023/05/06;202305;Sat;MORNING;MEDUIM;Hell's Kitchen;Coffee;Jamaican Coffee River Lg;Premium brewed coffee
1;15;4;2023/05/06;202305;Sat;MORNING;MEDUIM;Hell's Kitchen;Drinking Chocolate;Sustainably Grown Organic Rg;Hot chocolate
3;30;10;2023/05/06;202305;Sat;MORNING;MEDUIM;Hell's Kitchen;Coffee;Our Old Time Diner Blend Lg;Drip coffee
3;17,6;8;2023/05/06;202305;Sat;MORNING;MEDUIM;Lower Manhattan;Coffee;Ethiopia Sm;Gourmet brewed coffee
1;6;2;2023/05/06;202305;Sat;MORNING;LOW;Hell's Kitchen;Tea;Lemon Grass Lg;Brewed herbal tea
1;6;2;2023/05/06;202305;Sat;MORNING;LOW;Hell's Kitchen;Coffee;Columbian Medium Roast Lg;Gourmet brewed coffee
1;6;2;2023/05/06;202305;Sat;MORNING;LOW;Hell's Kitchen;Coffee;Brazilian Rg;Organic brewed coffee
4;24,5;10;2023/05/06;202305;Sat;MORNING;MEDUIM;Lower Manhattan;Coffee;Jamaican Coffee River Sm;Premium brewed coffee
